#PY	PYTONE	WG	YALE	GI	BPMF	GR	FR	TY
pou,pou0,pou5	pou	p'ou,p'ou0,p'ou5	pou,pou0,pou5	pou,pou0,pou5	ㄆㄡ˙,ㄆㄡ	.pou	p'eou,p'eou0,p'eou5	pou
pou1	pōu	p'ou1	pou1	pou1	ㄆㄡˉ	pou	p'eou1	pou1
pou2	póu	p'ou2	pou2	pou2	ㄆㄡˊ	pour	p'eou2	pou2
pou3	pǒu	p'ou3	pou3	pou3	ㄆㄡˇ	poou	p'eou3	pou3
pou4	pòu	p'ou4	pou4	pou4	ㄆㄡˋ	pow	p'eou4	pou4
pu,pu0,pu5	pu	p'u,p'u0,p'u5	pu,pu0,pu5	pu,pu0,pu5	ㄆㄨ˙,ㄆㄨ	.pu	p'ou,p'ou0,p'ou5	pu
pu1	pū	p'u1	pu1	pu1	ㄆㄨˉ	pu	p'ou1	pu1
pu2	pú	p'u2	pu2	pu2	ㄆㄨˊ	pwu	p'ou2	pu2
pu3	pǔ	p'u3	pu3	pu3	ㄆㄨˇ	puu	p'ou3	pu3
pu4	pù	p'u4	pu4	pu4	ㄆㄨˋ	puh	p'ou4	pu4
qi,qi0,qi5	qi	ch'i,ch'i0,ch'i5	chi,chi0,chi5	chi,chi0,chi5	ㄑ一˙,ㄑ一	.chi	k'i,k'i0,k'i5,ts'i,ts'i0,ts'i5	ci
qi1	qī	ch'i1	chi1	chi1	ㄑ一ˉ	chi	k'i1,ts'i1	ci1
qi2	qí	ch'i2	chi2	chi2	ㄑ一ˊ	chyi	k'i2,ts'i2	ci2
qi3	qǐ	ch'i3	chi3	chi3	ㄑ一ˇ	chii	k'i3,ts'i3	ci3
qi4	qì	ch'i4	chi4	chi4	ㄑ一ˋ	chih	k'i4,ts'i4	ci4
qia,qia0,qia5	qia	ch'ia,ch'ia0,ch'ia5	chya,chya0,chya5	chia,chia0,chia5	ㄑ一ㄚ˙,ㄑ一ㄚ	.chia	k'ia,k'ia0,k'ia5	cia
qia1	qiā	ch'ia1	chya1	chia1	ㄑ一ㄚˉ	chia	k'ia1	cia1
qia2	qiá	ch'ia2	chya2	chia2	ㄑ一ㄚˊ	chya	k'ia2	cia2
qia3	qiǎ	ch'ia3	chya3	chia3	ㄑ一ㄚˇ	chea	k'ia3	cia3
qia4	qià	ch'ia4	chya4	chia4	ㄑ一ㄚˋ	chiah	k'ia4	cia4
qian,qian0,qian5	qian	ch'ien,ch'ien0,ch'ien5	chyan,chyan0,chyan5	chian,chian0,chian5	ㄑ一ㄢ˙,ㄑ一ㄢ	.chian	k'ien,k'ien0,k'ien5,ts'ien,ts'ien0,ts'ien5	cian
qian1	qiān	ch'ien1	chyan1	chian1	ㄑ一ㄢˉ	chian	k'ien1,ts'ien1	cian1
qian2	qián	ch'ien2	chyan2	chian2	ㄑ一ㄢˊ	chyan	k'ien2,ts'ien2	cian2
qian3	qiǎn	ch'ien3	chyan3	chian3	ㄑ一ㄢˇ	chean	k'ien3,ts'ien3	cian3
qian4	qiàn	ch'ien4	chyan4	chian4	ㄑ一ㄢˋ	chiann	k'ien4,ts'ien4	cian4
qiang,qiang0,qiang5	qiang	ch'iang,ch'iang0,ch'iang5	chyang,chyang0,chyang5	chiang,chiang0,chiang5	ㄑ一ㄤ˙,ㄑ一ㄤ	.chiang	k'iang,k'iang0,k'iang5,ts'iang,ts'iang0,ts'iang5	ciang
qiang1	qiāng	ch'iang1	chyang1	chiang1	ㄑ一ㄤˉ	chiang	k'iang1,ts'iang1	ciang1
qiang2	qiáng	ch'iang2	chyang2	chiang2	ㄑ一ㄤˊ	chyang	k'iang2,ts'iang2	ciang2
qiang3	qiǎng	ch'iang3	chyang3	chiang3	ㄑ一ㄤˇ	cheang	k'iang3,ts'iang3	ciang3
qiang4	qiàng	ch'iang4	chyang4	chiang4	ㄑ一ㄤˋ	chianq	k'iang4,ts'iang4	ciang4
qiao,qiao0,qiao5	qiao	ch'iao,ch'iao0,ch'iao5	chyau,chyau0,chyau5	chiau,chiau0,chiau5	ㄑ一ㄠ˙,ㄑ一ㄠ	.chiau	k'iao,k'iao0,k'iao5,ts'iao,ts'iao0,ts'iao5	ciao
qiao1	qiāo	ch'iao1	chyau1	chiau1	ㄑ一ㄠˉ	chiau	k'iao1,ts'iao1	ciao1
qiao2	qiáo	ch'iao2	chyau2	chiau2	ㄑ一ㄠˊ	chyau	k'iao2,ts'iao2	ciao2
qiao3	qiǎo	ch'iao3	chyau3	chiau3	ㄑ一ㄠˇ	cheau	k'iao3,ts'iao3	ciao3
qiao4	qiào	ch'iao4	chyau4	chiau4	ㄑ一ㄠˋ	chiaw	k'iao4,ts'iao4	ciao4
qie,qie0,qie5	qie	ch'ieh,ch'ieh0,ch'ieh5	chye,chye0,chye5	chie,chie0,chie5	ㄑ一ㄝ˙,ㄑ一ㄝ	.chie	k'ie,k'ie0,k'ie5,ts'ie,ts'ie0,ts'ie5,k'iai,k'iai0,k'iai5	cie
qie1	qiē	ch'ieh1	chye1	chie1	ㄑ一ㄝˉ	chie	k'ie1,ts'ie1,k'iai1	cie1
qie2	qié	ch'ieh2	chye2	chie2	ㄑ一ㄝˊ	chye	k'ie2,ts'ie2,k'iai2	cie2
qie3	qiě	ch'ieh3	chye3	chie3	ㄑ一ㄝˇ	chiee	k'ie3,ts'ie3,k'iai3	cie3
qie4	qiè	ch'ieh4	chye4	chie4	ㄑ一ㄝˋ	chieh	k'ie4,ts'ie4,k'iai4	cie4
qin,qin0,qin5	qin	ch'in,ch'in0,ch'in5	chin,chin0,chin5	chin,chin0,chin5	ㄑ一ㄣ˙,ㄑ一ㄣ	.chin	k'in,k'in0,k'in5,ts'in,ts'in0,ts'in5	cin
qin1	qīn	ch'in1	chin1	chin1	ㄑ一ㄣˉ	chin	k'in1,ts'in1	cin1
qin2	qín	ch'in2	chin2	chin2	ㄑ一ㄣˊ	chyn	k'in2,ts'in2	cin2
qin3	qǐn	ch'in3	chin3	chin3	ㄑ一ㄣˇ	chiin	k'in3,ts'in3	cin3
qin4	qìn	ch'in4	chin4	chin4	ㄑ一ㄣˋ	chinn	k'in4,ts'in4	cin4
qing,qing0,qing5	qing	ch'ing,ch'ing0,ch'ing5	ching,ching0,ching5	ching,ching0,ching5	ㄑ一ㄥ˙,ㄑ一ㄥ	.ching	k'ing,k'ing0,k'ing5,ts'ing,ts'ing0,ts'ing5	cing
qing1	qīng	ch'ing1	ching1	ching1	ㄑ一ㄥˉ	ching	k'ing1,ts'ing1	cing1
qing2	qíng	ch'ing2	ching2	ching2	ㄑ一ㄥˊ	chyng	k'ing2,ts'ing2	cing2
qing3	qǐng	ch'ing3	ching3	ching3	ㄑ一ㄥˇ	chiing	k'ing3,ts'ing3	cing3
qing4	qìng	ch'ing4	ching4	ching4	ㄑ一ㄥˋ	chinq	k'ing4,ts'ing4	cing4
qiong,qiong0,qiong5	qiong	ch'iung,ch'iung0,ch'iung5	chyoung,chyoung0,chyoung5	chiung,chiung0,chiung5	ㄑㄩㄥ˙,ㄑㄩㄥ	.chiong	k'iong,k'iong0,k'iong5	cyong
qiong1	qiōng	ch'iung1	chyoung1	chiung1	ㄑㄩㄥˉ	chiong	k'iong1	cyong1
qiong2	qióng	ch'iung2	chyoung2	chiung2	ㄑㄩㄥˊ	chyong	k'iong2	cyong2
qiong3	qiǒng	ch'iung3	chyoung3	chiung3	ㄑㄩㄥˇ	cheong	k'iong3	cyong3
qiong4	qiòng	ch'iung4	chyoung4	chiung4	ㄑㄩㄥˋ	chionq	k'iong4	cyong4
qiu,qiu0,qiu5	qiu	ch'iu,ch'iu0,ch'iu5	chyou,chyou0,chyou5	chiou,chiou0,chiou5	ㄑ一ㄡ˙,ㄑ一ㄡ	.chiou	k'ieou,k'ieou0,k'ieou5,ts'ieou,ts'ieou0,ts'ieou5	ciou
qiu1	qiū	ch'iu1	chyou1	chiou1	ㄑ一ㄡˉ	chiou	k'ieou1,ts'ieou1	ciou1
qiu2	qiú	ch'iu2	chyou2	chiou2	ㄑ一ㄡˊ	chyou	k'ieou2,ts'ieou2	ciou2
qiu3	qiǔ	ch'iu3	chyou3	chiou3	ㄑ一ㄡˇ	cheou	k'ieou3,ts'ieou3	ciou3
qiu4	qiù	ch'iu4	chyou4	chiou4	ㄑ一ㄡˋ	chiow	k'ieou4,ts'ieou4	ciou4
qu,qu0,qu5	qu	ch'ü,ch'ü0,ch'ü5,ch'u:,ch'u:0,ch'u:5	chyu,chyu0,chyu5	chiu,chiu0,chiu5	ㄑㄩ˙,ㄑㄩ	.chiu	k'iu,k'iu0,k'iu5,ts'iu,ts'iu0,ts'iu5	cyu
qu1	qū	ch'ü1,ch'u:1	chyu1	chiu1	ㄑㄩˉ	chiu	k'iu1,ts'iu1	cyu1
qu2	qú	ch'ü2,ch'u:2	chyu2	chiu2	ㄑㄩˊ	chyu	k'iu2,ts'iu2	cyu2
qu3	qǔ	ch'ü3,ch'u:3	chyu3	chiu3	ㄑㄩˇ	cheu	k'iu3,ts'iu3	cyu3
qu4	qù	ch'ü4,ch'u:4	chyu4	chiu4	ㄑㄩˋ	chiuh	k'iu4,ts'iu4	cyu4
quan,quan0,quan5	quan	ch'üan,ch'üan0,ch'üan5,ch'u:an,ch'u:an0,ch'u:an5	chywan,chywan0,chywan5	chiuan,chiuan0,chiuan5	ㄑㄩㄢ˙,ㄑㄩㄢ	.chiuan	k'iuan,k'iuan0,k'iuan5,ts'iuan,ts'iuan0,ts'iuan5	cyuan
quan1	quān	ch'üan1,ch'u:an1	chywan1	chiuan1	ㄑㄩㄢˉ	chiuan	k'iuan1,ts'iuan1	cyuan1
quan2	quán	ch'üan2,ch'u:an2	chywan2	chiuan2	ㄑㄩㄢˊ	chyuan	k'iuan2,ts'iuan2	cyuan2
quan3	quǎn	ch'üan3,ch'u:an3	chywan3	chiuan3	ㄑㄩㄢˇ	cheuan	k'iuan3,ts'iuan3	cyuan3
quan4	quàn	ch'üan4,ch'u:an4	chywan4	chiuan4	ㄑㄩㄢˋ	chiuann	k'iuan4,ts'iuan4	cyuan4
que,que0,que5	que	ch'üeh,ch'üeh0,ch'üeh5,ch'u:eh,ch'u:eh0,ch'u:eh5	chywe,chywe0,chywe5	chiue,chiue0,chiue5	ㄑㄩㄝ˙,ㄑㄩㄝ	.chiue	k'io,k'io0,k'io5,k'iue,k'iue0,k'iue5	cyue
que1	quē	ch'üeh1,ch'u:eh1	chywe1	chiue1	ㄑㄩㄝˉ	chiue	k'io1,k'iue1	cyue1
que2	qué	ch'üeh2,ch'u:eh2	chywe2	chiue2	ㄑㄩㄝˊ	chyue	k'io2,k'iue2	cyue2
que3	quě	ch'üeh3,ch'u:eh3	chywe3	chiue3	ㄑㄩㄝˇ	cheue	k'io3,k'iue3	cyue3
que4	què	ch'üeh4,ch'u:eh4	chywe4	chiue4	ㄑㄩㄝˋ	chiueh	k'io4,k'iue4	cyue4
qun,qun0,qun5	qun	ch'ün,ch'ün0,ch'ün5,ch'u:n,ch'u:n0,ch'u:n5	chyun,chyun0,chyun5	chiun,chiun0,chiun5	ㄑㄩㄣ˙,ㄑㄩㄣ	.chiun	k'iun,k'iun0,k'iun5,ts'iun,ts'iun0,ts'iun5	cyun
qun1	qūn	ch'ün1,ch'u:n1	chyun1	chiun1	ㄑㄩㄣˉ	chiun	k'iun1,ts'iun1	cyun1
qun2	qún	ch'ün2,ch'u:n2	chyun2	chiun2	ㄑㄩㄣˊ	chyun	k'iun2,ts'iun2	cyun2
qun3	qǔn	ch'ün3,ch'u:n3	chyun3	chiun3	ㄑㄩㄣˇ	cheun	k'iun3,ts'iun3	cyun3
qun4	qùn	ch'ün4,ch'u:n4	chyun4	chiun4	ㄑㄩㄣˋ	chiunn	k'iun4,ts'iun4	cyun4
ran,ran0,ran5	ran	jan,jan0,jan5	ran,ran0,ran5	ran,ran0,ran5	ㄖㄢ˙,ㄖㄢ	.ran	jan,jan0,jan5	ran
ran1	rān	jan1	ran1	ran1	ㄖㄢˉ	rhan	jan1	ran1
ran2	rán	jan2	ran2	ran2	ㄖㄢˊ	ran	jan2	ran2
ran3	rǎn	jan3	ran3	ran3	ㄖㄢˇ	raan	jan3	ran3
ran4	ràn	jan4	ran4	ran4	ㄖㄢˋ	rann	jan4	ran4
rang,rang0,rang5	rang	jang,jang0,jang5	rang,rang0,rang5	rang,rang0,rang5	ㄖㄤ˙,ㄖㄤ	.rang	jang,jang0,jang5	rang
rang1	rāng	jang1	rang1	rang1	ㄖㄤˉ	rhang	jang1	rang1
rang2	ráng	jang2	rang2	rang2	ㄖㄤˊ	rang	jang2	rang2
rang3	rǎng	jang3	rang3	rang3	ㄖㄤˇ	raang	jang3	rang3
rang4	ràng	jang4	rang4	rang4	ㄖㄤˋ	ranq	jang4	rang4
rao,rao0,rao5	rao	jao,jao0,jao5	rau,rau0,rau5	rau,rau0,rau5	ㄖㄠ˙,ㄖㄠ	.rau	jao,jao0,jao5	rao
rao1	rāo	jao1	rau1	rau1	ㄖㄠˉ	rhau	jao1	rao1
rao2	ráo	jao2	rau2	rau2	ㄖㄠˊ	rau	jao2	rao2
rao3	rǎo	jao3	rau3	rau3	ㄖㄠˇ	rao	jao3	rao3
rao4	rào	jao4	rau4	rau4	ㄖㄠˋ	raw	jao4	rao4
re,re0,re5	re	je,je0,je5,jê,jê0,jê5	re,re0,re5	re,re0,re5	ㄖㄜ˙,ㄖㄜ	.re	jö,jö0,jö5	re
re1	rē	je1,jê1	re1	re1	ㄖㄜˉ	rhe	jö1	re1
re2	ré	je2,jê2	re2	re2	ㄖㄜˊ	re	jö2	re2
re3	rě	je3,jê3	re3	re3	ㄖㄜˇ	ree	jö3	re3
re4	rè	je4,jê4	re4	re4	ㄖㄜˋ	reh	jö4	re4
ren,ren0,ren5	ren	jen,jen0,jen5,jên,jên0,jên5	ren,ren0,ren5	ren,ren0,ren5	ㄖㄣ˙,ㄖㄣ	.ren	jen,jen0,jen5	ren
ren1	rēn	jen1,jên1	ren1	ren1	ㄖㄣˉ	rhen	jen1	ren1
ren2	rén	jen2,jên2	ren2	ren2	ㄖㄣˊ	ren	jen2	ren2
ren3	rěn	jen3,jên3	ren3	ren3	ㄖㄣˇ	reen	jen3	ren3
ren4	rèn	jen4,jên4	ren4	ren4	ㄖㄣˋ	renn	jen4	ren4
reng,reng0,reng5	reng	jeng,jeng0,jeng5,jêng,jêng0,jêng5	reng,reng0,reng5	reng,reng0,reng5	ㄖㄥ˙,ㄖㄥ	.reng	jeng,jeng0,jeng5	reng
reng1	rēng	jeng1,jêng1	reng1	reng1	ㄖㄥˉ	rheng	jeng1	reng1
reng2	réng	jeng2,jêng2	reng2	reng2	ㄖㄥˊ	reng	jeng2	reng2
reng3	rěng	jeng3,jêng3	reng3	reng3	ㄖㄥˇ	reeng	jeng3	reng3
reng4	rèng	jeng4,jêng4	reng4	reng4	ㄖㄥˋ	renq	jeng4	reng4
ri,ri0,ri5	ri	jih,jih0,jih5	ri,ri0,ri5	r,r0,r5	ㄖ˙,ㄖ	.ry	je,je0,je5	rih
ri1	rī	jih1	ri1	r1	ㄖˉ	rhy	je1	rih1
ri2	rí	jih2	ri2	r2	ㄖˊ	ry	je2	rih2
ri3	rǐ	jih3	ri3	r3	ㄖˇ	ryy	je3	rih3
ri4	rì	jih4	ri4	r4	ㄖˋ	ryh	je4	rih4
rong,rong0,rong5	rong	jung,jung0,jung5	rung,rung0,rung5	rung,rung0,rung5	ㄖㄨㄥ˙,ㄖㄨㄥ	.rong	jong,jong0,jong5	rong
rong1	rōng	jung1	rung1	rung1	ㄖㄨㄥˉ	rhong	jong1	rong1
rong2	róng	jung2	rung2	rung2	ㄖㄨㄥˊ	rong	jong2	rong2
rong3	rǒng	jung3	rung3	rung3	ㄖㄨㄥˇ	roong	jong3	rong3
rong4	ròng	jung4	rung4	rung4	ㄖㄨㄥˋ	ronq	jong4	rong4
rou,rou0,rou5	rou	jou,jou0,jou5	rou,rou0,rou5	rou,rou0,rou5	ㄖㄡ˙,ㄖㄡ	.rou	jeou,jeou0,jeou5	rou
rou1	rōu	jou1	rou1	rou1	ㄖㄡˉ	rhou	jeou1	rou1
rou2	róu	jou2	rou2	rou2	ㄖㄡˊ	rou	jeou2	rou2
rou3	rǒu	jou3	rou3	rou3	ㄖㄡˇ	roou	jeou3	rou3
rou4	ròu	jou4	rou4	rou4	ㄖㄡˋ	row	jeou4	rou4
ru,ru0,ru5	ru	ju,ju0,ju5	ru,ru0,ru5	ru,ru0,ru5	ㄖㄨ˙,ㄖㄨ	.ru	jou,jou0,jou5	ru
ru1	rū	ju1	ru1	ru1	ㄖㄨˉ	rhu	jou1	ru1
ru2	rú	ju2	ru2	ru2	ㄖㄨˊ	ru	jou2	ru2
ru3	rǔ	ju3	ru3	ru3	ㄖㄨˇ	ruu	jou3	ru3
ru4	rù	ju4	ru4	ru4	ㄖㄨˋ	ruh	jou4	ru4
ruan,ruan0,ruan5	ruan	juan,juan0,juan5	rwan,rwan0,rwan5	ruan,ruan0,ruan5	ㄖㄨㄢ˙,ㄖㄨㄢ	.ruan	jouan,jouan0,jouan5	ruan
ruan1	ruān	juan1	rwan1	ruan1	ㄖㄨㄢˉ	rhuan	jouan1	ruan1
ruan2	ruán	juan2	rwan2	ruan2	ㄖㄨㄢˊ	ruan	jouan2	ruan2
ruan3	ruǎn	juan3	rwan3	ruan3	ㄖㄨㄢˇ	roan	jouan3	ruan3
ruan4	ruàn	juan4	rwan4	ruan4	ㄖㄨㄢˋ	ruann	jouan4	ruan4
rui,rui0,rui5	rui	jui,jui0,jui5	rwei,rwei0,rwei5	ruei,ruei0,ruei5	ㄖㄨㄟ˙,ㄖㄨㄟ	.ruei	jouei,jouei0,jouei5	ruei
rui1	ruī	jui1	rwei1	ruei1	ㄖㄨㄟˉ	rhuei	jouei1	ruei1
rui2	ruí	jui2	rwei2	ruei2	ㄖㄨㄟˊ	ruei	jouei2	ruei2
rui3	ruǐ	jui3	rwei3	ruei3	ㄖㄨㄟˇ	roei	jouei3	ruei3
rui4	ruì	jui4	rwei4	ruei4	ㄖㄨㄟˋ	ruey	jouei4	ruei4
run,run0,run5	run	jun,jun0,jun5	rwun,rwun0,rwun5	ruen,ruen0,ruen5	ㄖㄨㄣ˙,ㄖㄨㄣ	.ruen	jouen,jouen0,jouen5	run
run1	rūn	jun1	rwun1	ruen1	ㄖㄨㄣˉ	rhuen	jouen1	run1
run2	rún	jun2	rwun2	ruen2	ㄖㄨㄣˊ	ruen	jouen2	run2
run3	rǔn	jun3	rwun3	ruen3	ㄖㄨㄣˇ	roen	jouen3	run3
run4	rùn	jun4	rwun4	ruen4	ㄖㄨㄣˋ	ruenn	jouen4	run4
ruo,ruo0,ruo5	ruo	jo,jo0,jo5	rwo,rwo0,rwo5	ruo,ruo0,ruo5	ㄖㄨㄛ˙,ㄖㄨㄛ	.ruo	jo,jo0,jo5	ruo
ruo1	ruō	jo1	rwo1	ruo1	ㄖㄨㄛˉ	rhuo	jo1	ruo1
ruo2	ruó	jo2	rwo2	ruo2	ㄖㄨㄛˊ	ruo	jo2	ruo2
ruo3	ruǒ	jo3	rwo3	ruo3	ㄖㄨㄛˇ	ruoo	jo3	ruo3
ruo4	ruò	jo4	rwo4	ruo4	ㄖㄨㄛˋ	ruoh	jo4	ruo4
sa,sa0,sa5	sa	sa,sa0,sa5	sa,sa0,sa5	sa,sa0,sa5	ㄙㄚ˙,ㄙㄚ	.sa	sa,sa0,sa5	sa
sa1	sā	sa1	sa1	sa1	ㄙㄚˉ	sa	sa1	sa1
sa2	sá	sa2	sa2	sa2	ㄙㄚˊ	sar	sa2	sa2
sa3	sǎ	sa3	sa3	sa3	ㄙㄚˇ	saa	sa3	sa3
sa4	sà	sa4	sa4	sa4	ㄙㄚˋ	sah	sa4	sa4
sai,sai0,sai5	sai	sai,sai0,sai5	sai,sai0,sai5	sai,sai0,sai5	ㄙㄞ˙,ㄙㄞ	.sai	sai,sai0,sai5	sai
sai1	sāi	sai1	sai1	sai1	ㄙㄞˉ	sai	sai1	sai1
sai2	sái	sai2	sai2	sai2	ㄙㄞˊ	sair	sai2	sai2
sai3	sǎi	sai3	sai3	sai3	ㄙㄞˇ	saai	sai3	sai3
sai4	sài	sai4	sai4	sai4	ㄙㄞˋ	say	sai4	sai4
san,san0,san5	san	san,san0,san5	san,san0,san5	san,san0,san5	ㄙㄢ˙,ㄙㄢ	.san	san,san0,san5	san
san1	sān	san1	san1	san1	ㄙㄢˉ	san	san1	san1
san2	sán	san2	san2	san2	ㄙㄢˊ	sarn	san2	san2
san3	sǎn	san3	san3	san3	ㄙㄢˇ	saan	san3	san3
san4	sàn	san4	san4	san4	ㄙㄢˋ	sann	san4	san4
sang,sang0,sang5	sang	sang,sang0,sang5	sang,sang0,sang5	sang,sang0,sang5	ㄙㄤ˙,ㄙㄤ	.sang	sang,sang0,sang5	sang
sang1	sāng	sang1	sang1	sang1	ㄙㄤˉ	sang	sang1	sang1
sang2	sáng	sang2	sang2	sang2	ㄙㄤˊ	sarng	sang2	sang2
sang3	sǎng	sang3	sang3	sang3	ㄙㄤˇ	saang	sang3	sang3
sang4	sàng	sang4	sang4	sang4	ㄙㄤˋ	sanq	sang4	sang4
sao,sao0,sao5	sao	sao,sao0,sao5	sau,sau0,sau5	sau,sau0,sau5	ㄙㄠ˙,ㄙㄠ	.sau	sao,sao0,sao5	sao
sao1	sāo	sao1	sau1	sau1	ㄙㄠˉ	sau	sao1	sao1
sao2	sáo	sao2	sau2	sau2	ㄙㄠˊ	saur	sao2	sao2
sao3	sǎo	sao3	sau3	sau3	ㄙㄠˇ	sao	sao3	sao3
sao4	sào	sao4	sau4	sau4	ㄙㄠˋ	saw	sao4	sao4
se,se0,se5	se	se,se0,se5,sê,sê0,sê5	se,se0,se5	se,se0,se5	ㄙㄜ˙,ㄙㄜ	.se	sö,sö0,sö5	se
se1	sē	se1,sê1	se1	se1	ㄙㄜˉ	se	sö1	se1
se2	sé	se2,sê2	se2	se2	ㄙㄜˊ	ser	sö2	se2
se3	sě	se3,sê3	se3	se3	ㄙㄜˇ	see	sö3	se3
se4	sè	se4,sê4	se4	se4	ㄙㄜˋ	seh	sö4	se4
sen,sen0,sen5	sen	sen,sen0,sen5,sên,sên0,sên5	sen,sen0,sen5	sen,sen0,sen5	ㄙㄣ˙,ㄙㄣ	.sen	sen,sen0,sen5	sen
sen1	sēn	sen1,sên1	sen1	sen1	ㄙㄣˉ	sen	sen1	sen1
sen2	sén	sen2,sên2	sen2	sen2	ㄙㄣˊ	sern	sen2	sen2
sen3	sěn	sen3,sên3	sen3	sen3	ㄙㄣˇ	seen	sen3	sen3
sen4	sèn	sen4,sên4	sen4	sen4	ㄙㄣˋ	senn	sen4	sen4
seng,seng0,seng5	seng	seng,seng0,seng5,sêng,sêng0,sêng5	seng,seng0,seng5	seng,seng0,seng5	ㄙㄥ˙,ㄙㄥ	.seng	seng,seng0,seng5	seng
seng1	sēng	seng1,sêng1	seng1	seng1	ㄙㄥˉ	seng	seng1	seng1
seng2	séng	seng2,sêng2	seng2	seng2	ㄙㄥˊ	serng	seng2	seng2
seng3	sěng	seng3,sêng3	seng3	seng3	ㄙㄥˇ	seeng	seng3	seng3
seng4	sèng	seng4,sêng4	seng4	seng4	ㄙㄥˋ	senq	seng4	seng4
si,si0,si5	si	szu,szu0,szu5,ssu,ssu0,ssu5	sz,sz0,sz5	sz,sz0,sz5	ㄙ˙,ㄙ	.sy	sseu,sseu0,sseu5	sih
si1	sī	szu1,ssu1	sz1	sz1	ㄙˉ	sy	sseu1	sih1
si2	sí	szu2,ssu2	sz2	sz2	ㄙˊ	syr	sseu2	sih2
si3	sǐ	szu3,ssu3	sz3	sz3	ㄙˇ	syy	sseu3	sih3
si4	sì	szu4,ssu4	sz4	sz4	ㄙˋ	syh	sseu4	sih4
song,song0,song5	song	sung,sung0,sung5	sung,sung0,sung5	sung,sung0,sung5	ㄙㄨㄥ˙,ㄙㄨㄥ	.song	song,song0,song5	song
song1	sōng	sung1	sung1	sung1	ㄙㄨㄥˉ	song	song1	song1
song2	sóng	sung2	sung2	sung2	ㄙㄨㄥˊ	sorng	song2	song2
song3	sǒng	sung3	sung3	sung3	ㄙㄨㄥˇ	soong	song3	song3
song4	sòng	sung4	sung4	sung4	ㄙㄨㄥˋ	sonq	song4	song4
sou,sou0,sou5	sou	sou,sou0,sou5	sou,sou0,sou5	sou,sou0,sou5	ㄙㄡ˙,ㄙㄡ	.sou	seou,seou0,seou5	sou
sou1	sōu	sou1	sou1	sou1	ㄙㄡˉ	sou	seou1	sou1
sou2	sóu	sou2	sou2	sou2	ㄙㄡˊ	sour	seou2	sou2
sou3	sǒu	sou3	sou3	sou3	ㄙㄡˇ	soou	seou3	sou3
sou4	sòu	sou4	sou4	sou4	ㄙㄡˋ	sow	seou4	sou4
su,su0,su5	su	su,su0,su5	su,su0,su5	su,su0,su5	ㄙㄨ˙,ㄙㄨ	.su	sou,sou0,sou5	su
su1	sū	su1	su1	su1	ㄙㄨˉ	su	sou1	su1
su2	sú	su2	su2	su2	ㄙㄨˊ	swu	sou2	su2
su3	sǔ	su3	su3	su3	ㄙㄨˇ	suu	sou3	su3
su4	sù	su4	su4	su4	ㄙㄨˋ	suh	sou4	su4
suan,suan0,suan5	suan	suan,suan0,suan5	swan,swan0,swan5	suan,suan0,suan5	ㄙㄨㄢ˙,ㄙㄨㄢ	.suan	souan,souan0,souan5	suan
suan1	suān	suan1	swan1	suan1	ㄙㄨㄢˉ	suan	souan1	suan1
suan2	suán	suan2	swan2	suan2	ㄙㄨㄢˊ	swan	souan2	suan2
suan3	suǎn	suan3	swan3	suan3	ㄙㄨㄢˇ	soan	souan3	suan3
suan4	suàn	suan4	swan4	suan4	ㄙㄨㄢˋ	suann	souan4	suan4
sui,sui0,sui5	sui	sui,sui0,sui5	swei,swei0,swei5	suei,suei0,suei5	ㄙㄨㄟ˙,ㄙㄨㄟ	.suei	souei,souei0,souei5	suei
sui1	suī	sui1	swei1	suei1	ㄙㄨㄟˉ	suei	souei1	suei1
sui2	suí	sui2	swei2	suei2	ㄙㄨㄟˊ	swei	souei2	suei2
sui3	suǐ	sui3	swei3	suei3	ㄙㄨㄟˇ	soei	souei3	suei3
sui4	suì	sui4	swei4	suei4	ㄙㄨㄟˋ	suey	souei4	suei4
sun,sun0,sun5	sun	sun,sun0,sun5	swun,swun0,swun5	suen,suen0,suen5	ㄙㄨㄣ˙,ㄙㄨㄣ	.suen	souen,souen0,souen5	sun
sun1	sūn	sun1	swun1	suen1	ㄙㄨㄣˉ	suen	souen1	sun1
sun2	sún	sun2	swun2	suen2	ㄙㄨㄣˊ	swen	souen2	sun2
sun3	sǔn	sun3	swun3	suen3	ㄙㄨㄣˇ	soen	souen3	sun3
sun4	sùn	sun4	swun4	suen4	ㄙㄨㄣˋ	suenn	souen4	sun4
suo,suo0,suo5	suo	so,so0,so5	swo,swo0,swo5	suo,suo0,suo5	ㄙㄨㄛ˙,ㄙㄨㄛ	.suo	so,so0,so5	suo
suo1	suō	so1	swo1	suo1	ㄙㄨㄛˉ	suo	so1	suo1
suo2	suó	so2	swo2	suo2	ㄙㄨㄛˊ	swo	so2	suo2
suo3	suǒ	so3	swo3	suo3	ㄙㄨㄛˇ	suoo	so3	suo3
suo4	suò	so4	swo4	suo4	ㄙㄨㄛˋ	suoh	so4	suo4
sha,sha0,sha5	sha	sha,sha0,sha5	sha,sha0,sha5	sha,sha0,sha5	ㄕㄚ˙,ㄕㄚ	.sha	cha,cha0,cha5	sha
sha1	shā	sha1	sha1	sha1	ㄕㄚˉ	sha	cha1	sha1
sha2	shá	sha2	sha2	sha2	ㄕㄚˊ	shar	cha2	sha2
